,name,rating,reviews,type,hq,old,employees
26581,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26582,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26583,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26584,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26585,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26586,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26587,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26588,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26589,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26590,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26591,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26592,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26593,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26594,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26595,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26596,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26597,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26598,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26599,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26600,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26601,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26602,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26603,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26604,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26605,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26606,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26607,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26608,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26609,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26610,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26611,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26612,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26613,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26614,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26615,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26616,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26617,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26618,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26619,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26620,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26621,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26622,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26623,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26624,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26625,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26626,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26627,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26628,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26629,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26630,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26631,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26632,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26633,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26634,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26635,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26636,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26637,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26638,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26639,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26640,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26641,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26642,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26643,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26644,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26645,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26646,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26647,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26648,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26649,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26650,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26651,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26652,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26653,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26654,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26655,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26656,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26657,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26658,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26659,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26660,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26661,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26662,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26663,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26664,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26665,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26666,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26667,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26668,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26669,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26670,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26671,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26672,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26673,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26674,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26675,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26676,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26677,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26678,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26679,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26680,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26681,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26682,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26683,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26684,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26685,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26686,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26687,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26688,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26689,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26690,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26691,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26692,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26693,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26694,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26695,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26696,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26697,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26698,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26699,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26700,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26701,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26702,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26703,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26704,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26705,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26706,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26707,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26708,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26709,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26710,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26711,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26712,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26713,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26714,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26715,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26716,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26717,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26718,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26719,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26720,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26721,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26722,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26723,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26724,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26725,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26726,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26727,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26728,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26729,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26730,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26731,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26732,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26733,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26734,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26735,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26736,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26737,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26738,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26739,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26740,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26741,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26742,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26743,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26744,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26745,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26746,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26747,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26748,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26749,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26750,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26751,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26752,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26753,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26754,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26755,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26756,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26757,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26758,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26759,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26760,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26761,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26762,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26763,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26764,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26765,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26766,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26767,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26768,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26769,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26770,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26771,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26772,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26773,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26774,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26775,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26776,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26777,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26778,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26779,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26780,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26781,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26782,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26783,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26784,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26785,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26786,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26787,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26788,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26789,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26790,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26791,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26792,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26793,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26794,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26795,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26796,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26797,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26798,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26799,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26800,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26801,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26802,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26803,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26804,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26805,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26806,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26807,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26808,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26809,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26810,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26811,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26812,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26813,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26814,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26815,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26816,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26817,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26818,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26819,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26820,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26821,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26822,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26823,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26824,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26825,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26826,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26827,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26828,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26829,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26830,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26831,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26832,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
26833,Genpact,4.0,,Private,New York + 30 more,10000+ employees,
26834,Axis Bank,4.0,,Public,Mumbai + 113 more,10000+ employees,
26835,Wipro,3.8,,Public,Bangalore + 114 more,10000+ employees,
26836,Concentrix Daksh Service...,4.0,,New Delhi + 36 more,10000+ employees,,
26837,Vodafone,4.3,,Public,Berkshire + 115 more,10000+ employees,
26838,HDB Financial Services,4.0,,Private,Ahmedabad + 113 more,10000+ employees,
26839,Bharti Airtel,4.2,,Public,New Delhi + 114 more,10000+ employees,
26840,Kotak Mahindra Bank,3.8,,Public,Mumbai + 114 more,10000+ employees,
26841,Amazon,4.2,,Private,Washington + 113 more,10000+ employees,
26842,Reliance,4.2,,Public,Mumbai + 114 more,10000+ employees,
26843,Hinduja Global Solutions,3.9,,Public,Bangalore + 76 more,10000+ employees,
26844,Bajaj Finserv,4.1,,Public,Pune + 116 more,10000+ employees,
26845,IndusInd Bank,3.6,,Public,Mumbai + 113 more,10000+ employees,
26846,Samsung,4.2,,Private,Seoul + 117 more,10000+ employees,
26847,Indian Army,4.7,,Govt agency,New Delhi + 114 more,10000+ employees,
26848,Mahindra & Mahindra,4.3,,Public,Mumbai + 116 more,10000+ employees,
26849,Ericsson,4.1,,Private,Stockholm + 112 more,10000+ employees,
26850,TCS,3.9,,Public,Mumbai + 109 more,10000+ employees,
26851,Accenture,4.0,,Private,Dublin + 89 more,10000+ employees,
26852,ICICI Bank,4.1,,Public,Mumbai + 112 more,10000+ employees,
26853,Cognizant,3.9,,Private,Teaneck + 46 more,10000+ employees,
26854,HDFC Bank,4.0,,Public,Mumbai + 114 more,10000+ employees,
26855,Infosys,3.9,,Public,Bangalore + 67 more,10000+ employees,
26856,L&T,4.1,,Public,Mumbai + 115 more,10000+ employees,
26857,Capgemini,3.3,,Private,Paris + 44 more,10000+ employees,
26858,Tech Mahindra,3.5,,Public,Pune + 109 more,10000+ employees,
26859,HCL Technologies,3.7,,Public,Noida + 107 more,10000+ employees,
26860,Tata Motors,4.1,,Public,Pune + 115 more,10000+ employees,
26861,IBM,4.0,,Private,New York + 72 more,10000+ employees,
26862,Reliance jio,4.0,,Public,Navi Mumbai + 114 more,10000+ employees,
