,name,rating,reviews,type,hq,old,employees
6997,Defence Research & Devel...,4.3,38 Reviews,Private,Pune + 2 more,,
6998,XL India Business Servic...,3.9,38 Reviews,New Delhi + 1 more,,,
6999,KHD Humboldt Wedag,4.1,38 Reviews,Private,Faridabad + 2 more,164 years old,501-1000 employees
7000,Patel Integrated Logisti...,3.7,38 Reviews,Public,Mumbai + 9 more,61 years old,1001-5000 employees
7001,Bharat Hotels,4.2,38 Reviews,Mumbai + 6 more,,,
7002,National Dairy Developme...,4.5,38 Reviews,Private,Anand + 5 more,55 years old,501-1000 employees
7003,RICE GROUP,3.5,38 Reviews,Cuttack + 4 more,,,
7004,Zenith Industrial Rubber...,3.3,38 Reviews,Mumbai + 6 more,,,
7005,DISYS,3.3,38 Reviews,Private,McLean + 1 more,26 years old,1001-5000 employees
7006,Interglobe Technology Qu...,4.1,38 Reviews,Private,Gurugram + 10 more,31 years old,
7007,Frontline Business Solut...,3.8,38 Reviews,New Delhi + 10 more,13 years old,,
7008,Ntf,3.7,38 Reviews,Gurgaon + 1 more,36 years old,201-500 employees,
7009,Comed Chemicals,3.9,38 Reviews,Vadodara + 7 more,34 years old,1001-5000 employees,
7010,Navigant Technologies,2.6,38 Reviews,Private,Gurgaon + 3 more,201-500 employees,
7011,Indira Gandhi National O...,4.2,38 Reviews,New Delhi + 10 more,35 years old,,
7012,Ufi Filters,3.9,38 Reviews,Verona + 4 more,49 years old,1001-5000 employees,
7013,Chiripal Group,3.4,38 Reviews,Private,Ahmedabad + 3 more,48 years old,201-500 employees
7014,Forever Living Products,4.1,38 Reviews,Private,Casablanca + 13 more,1-50 employees,
7015,Capital Numbers Infotech,3.4,38 Reviews,Private,Kolkata + 5 more,8 years old,501-1000 employees
7016,Dhruv Globals,3.9,38 Reviews,Private,Sonipat + 3 more,501-1000 employees,
7017,Ghaziabad Precision Prod...,3.8,38 Reviews,Ghaziabad + 6 more,32 years old,201-500 employees,
7018,Flash Forge,3.7,38 Reviews,Private,Jinhua + 3 more,9 years old,51-200 employees
7019,R K Marbles,3.9,38 Reviews,Private,Kishangarh + 9 more,31 years old,1001-5000 employees
7020,HTL,4.1,38 Reviews,Private,Delhi + 5 more,,
7021,Knowledge Splice Service...,3.1,38 Reviews,Private,"Thermopolis,WY (US) + 1 more",9 years old,1-50 employees
7022,Lohia Starlinger,4.1,38 Reviews,Private,Ahmedabad,501-1000 employees,
7023,CNC Automotive,3.8,38 Reviews,Private,Bangalore + 5 more,51 years old,
7024,Hindustan Paper Corporat...,4.0,38 Reviews,Private,"Kolkata,India",,
7025,Gera Developments,4.3,38 Reviews,Pune,50 years old,,
7026,Chemspec Chemicals,2.5,38 Reviews,Mumbai + 1 more,,,
7027,Metaminds Software Solut...,3.0,38 Reviews,Private,Hyderabad + 1 more,20 years old,201-500 employees
7028,Meenakshi Mission Hospit...,4.6,38 Reviews,Private,Madurai + 1 more,30 years old,1001-5000 employees
7029,BSF,4.1,38 Reviews,Private,Riyadh + 12 more,43 years old,1001-5000 employees
7030,Sankei Giken,4.3,38 Reviews,Tokyo,72 years old,1001-5000 employees,
7031,Apeejay School,3.5,38 Reviews,Kolkata + 6 more,,,
7032,Electronics & Controls P...,3.4,38 Reviews,Private,New Delhi + 14 more,51-200 employees,
7033,International SOS,3.4,38 Reviews,Private,Pune + 7 more,35 years old,10000+ employees
7034,IEISL,3.5,38 Reviews,Private,Mumbai + 10 more,33 years old,51-200 employees
7035,Ondoor Concepts,3.4,38 Reviews,Indore,,,
7036,Jm Frictech,3.8,38 Reviews,Chennai + 1 more,,,
7037,Sanat Products,3.7,38 Reviews,Delhi + 8 more,36 years old,,
7038,Shotformats Digital Prod...,2.4,38 Reviews,Private,Mumbai + 3 more,13 years old,201-500 employees
7039,Mahindra Defence Systems,3.7,38 Reviews,Private,Mumbai + 8 more,,
7040,KerryIndev Logistics,3.9,38 Reviews,Kolkata + 6 more,,,
7041,Capstone Securities Anal...,4.3,38 Reviews,Private,Pune,201-500 employees,
7042,GIC Housing Finance,3.5,38 Reviews,Public,Mumbai + 16 more,31 years old,
7043,Mangalam Drugs & Organic...,4.1,38 Reviews,Mumbai + 3 more,43 years old,,
7044,Terumo Penpol,3.9,38 Reviews,Private,Hyderabad + 10 more,3 years old,
7045,Xome,3.8,38 Reviews,Lewisville,5 years old,,
7046,JB INDUSTRIES,4.2,38 Reviews,Private,Mumbai + 6 more,1001-5000 employees,
7047,Foundation Brake Manufac...,4.1,38 Reviews,Mumbai + 6 more,,,
7048,Clearpack India Automati...,3.8,38 Reviews,Private,Mumbai + 1 more,51-200 employees,
7049,Indian Potash,3.9,38 Reviews,Private,Chennai + 16 more,65 years old,201-500 employees
7050,Kolors Healthcare India,3.8,38 Reviews,Private,Hyderabad + 9 more,16 years old,1001-5000 employees
7051,Primetals Technologies,4.6,38 Reviews,Private,London + 1 more,5 years old,
7052,Omni Hospital,4.3,38 Reviews,Private,Hyderabad + 1 more,10 years old,501-1000 employees
7053,S AND IB SERVICES,3.7,38 Reviews,Dhanbad + 2 more,,,
7054,S V S Projects India,4.2,38 Reviews,Private,Hyderabad + 2 more,29 years old,
7055,Odisha Power Generation ...,3.3,38 Reviews,Bhubaneswar,,,
7056,Jetfleet,3.7,38 Reviews,Private,Mumbai + 9 more,51-200 employees,
7057,SNVA Ventures,3.4,38 Reviews,Private,Waldorf + 1 more,11 years old,
7058,Khosla Profil,3.4,38 Reviews,Private,Mumbai,501-1000 employees,
7059,Securelynkx Networks,3.7,38 Reviews,New Delhi + 5 more,14 years old,,
7060,Gail Gas,4.4,38 Reviews,Mumbai + 9 more,,,
7061,Solara Active Pharma Sci...,4.1,38 Reviews,Public,Ambernath + 5 more,,
7062,Therdose Pharma,3.8,38 Reviews,Private,Hyderabad,51-200 employees,
7063,Kriti Prakashan,2.5,38 Reviews,Private,Lucknow + 8 more,19 years old,201-500 employees
7064,Gujarat Tea Processors &...,4.3,38 Reviews,Ahmedabad + 8 more,,,
7065,Dheeraj Realty,4.0,38 Reviews,Mumbai,42 years old,,
7066,Ravindu Toyota,4.0,38 Reviews,Private,Bangalore,51-200 employees,
7067,United Nations,4.7,38 Reviews,Private,New York + 3 more,75 years old,10000+ employees
7068,Metro Infrasys,3.7,38 Reviews,New Delhi + 2 more,,,
7069,B.l Lifesciences,3.6,38 Reviews,New Delhi + 12 more,36 years old,201-500 employees,
7070,Jse Engineering,3.7,38 Reviews,Private,Chennai + 6 more,15 years old,51-200 employees
7071,Vastu Vihar,3.7,38 Reviews,Asansol + 11 more,,,
7072,Goodluck,3.7,38 Reviews,Public,Ghaziabad + 5 more,34 years old,
7073,Birla white,4.2,38 Reviews,Private,Mumbai + 10 more,32 years old,1001-5000 employees
7074,Adhaan Solutions,4.3,38 Reviews,Private,Gujrat + 11 more,10 years old,1001-5000 employees
7075,ISYX Technologies,3.1,38 Reviews,Dubai + 3 more,9 years old,,
7076,Woodlands Multispecialit...,3.9,38 Reviews,Kolkata,,,
7077,Compact Lamps,3.4,38 Reviews,Patna + 4 more,,,
7078,Groupon Shared Services,3.5,38 Reviews,Private,Bengaluru,5 years old,
7079,My Own Eco Energy,2.5,38 Reviews,Mumbai + 11 more,9 years old,51-200 employees,
7080,S-cci india,3.8,38 Reviews,Gurgaon + 3 more,35 years old,501-1000 employees,
7081,MSF,4.3,38 Reviews,Ahmedabad + 9 more,,,
7082,Gvr Insurance Brokers,3.6,38 Reviews,Lucknow + 14 more,,,
7083,Span Pumps,3.7,38 Reviews,Jaipur + 4 more,,,
7084,A.B. Grain Spirits,3.7,38 Reviews,Gurgaon + 6 more,,,
7085,Rapid Metro Rail Gurgaon,3.8,38 Reviews,Gurgaon,,,
7086,Antilog Vacations,3.1,38 Reviews,Private,Chandigarh + 1 more,10 years old,
7087,Arabian International Co...,4.2,38 Reviews,Jeddah + 5 more,26 years old,,
7088,Denso Ten Minda India,4.0,38 Reviews,Gurgaon + 4 more,,,
7089,Tatva Chintan Pharma Che...,3.5,38 Reviews,Vadodara + 2 more,,,
7090,Deepak Foundation,3.9,38 Reviews,Private,Vadodara + 1 more,38 years old,
7091,Ikon Retail,3.7,38 Reviews,Private,New Delhi + 5 more,14 years old,201-500 employees
7092,Palred Online Technologi...,4.2,38 Reviews,Hyderabad + 2 more,21 years old,51-200 employees,
7093,Apex visas,4.0,38 Reviews,Private,Pune + 6 more,201-500 employees,
7094,Eqic Dies & Moulds Engin...,3.9,38 Reviews,Private,Hyderabad,32 years old,
7095,Gems International Schoo...,3.9,38 Reviews,Private,Dubai + 9 more,61 years old,10000+ employees
7096,Teknovance Solutions,2.4,38 Reviews,Private,Apex,17 years old,51-200 employees
7097,Sonovision-Aetos,3.3,38 Reviews,Private,Bengaluru,15 years old,51-200 employees
7098,Al Mulla Group,4.0,38 Reviews,Private,Kuwait City + 3 more,82 years old,10000+ employees
7099,Neelachal Ispat Nigam,4.4,38 Reviews,Bhubaneswar + 2 more,,,
7100,Aam India Manufacturing ...,3.8,38 Reviews,Detroit + 3 more,26 years old,10000+ employees,
7101,EDR Continuous Informati...,3.6,38 Reviews,Private,Munich + 2 more,51-200 employees,
7102,Elegant Network Services,4.0,38 Reviews,Pune + 12 more,1-50 employees,,
7103,Tata Motors Insurance Br...,4.2,38 Reviews,Private,Mumbai + 17 more,12 years old,201-500 employees
7104,Corvi Led,3.6,38 Reviews,Private,Mumbai + 7 more,,
7105,"Medanta Hospital, Indore",4.3,38 Reviews,Lucknow + 6 more,,,
7106,Saudi Airlines Catering,4.3,38 Reviews,Jeddah + 5 more,39 years old,,
7107,PETROJET,3.7,38 Reviews,Private,Cairo + 6 more,45 years old,10000+ employees
7108,Funfirst Global Skillers,3.6,38 Reviews,Mumbai + 10 more,,,
7109,Asiapower Overseas Emplo...,4.4,38 Reviews,Mumbai + 7 more,36 years old,,
7110,R S Tech Technologies,4.2,38 Reviews,Private,Bangalore + 10 more,,
7111,First Step Babywear,4.2,38 Reviews,Hosur + 2 more,18 years old,5001-10000 employees,
7112,Karmaa Solutions,4.2,38 Reviews,Private,Vadodara + 6 more,1-50 employees,
7113,Converse Placement Servi...,3.9,38 Reviews,Private,Bengaluru + 1 more,1-50 employees,
7114,RR Projects,4.2,38 Reviews,Private,Gurgaon + 5 more,20 years old,
7115,"Nrhm, Govt Of India",3.8,38 Reviews,Jaipur + 16 more,,,
7116,IT Solutions,3.6,38 Reviews,Mumbai + 13 more,,,
7117,Emmenner Pharma,4.3,38 Reviews,Hyderabad + 2 more,,,
7118,Employ Craft,4.3,38 Reviews,Chennai + 3 more,,,
7119,Suratgarh Air Force Stat...,4.5,38 Reviews,Chennai + 12 more,,,
7120,Sales & Service,3.8,37 Reviews,Mumbai + 23 more,,,
7121,IMS Learning Resources,3.8,37 Reviews,Mumbai + 9 more,,,
7122,Cybertech Systems & Soft...,3.7,37 Reviews,Private,Illinois + 3 more,26 years old,501-1000 employees
7123,Clarion Technologies,3.8,37 Reviews,Private,Pune + 4 more,20 years old,201-500 employees
7124,Atlas Documentary Facili...,4.0,37 Reviews,Private,Mumbai + 12 more,,
7125,Business Standard,3.6,37 Reviews,Private,New Delhi + 6 more,45 years old,501-1000 employees
7126,The Chennai Silks,4.2,37 Reviews,Kolkata + 8 more,,,
7127,Planet M Retail,4.1,37 Reviews,Private,Mumbai + 10 more,21 years old,1-50 employees
7128,Pancard Clubs,3.8,37 Reviews,Private,Mumbai + 12 more,10000+ employees,
7129,IIT Delhi,4.3,37 Reviews,Private,New Delhi + 2 more,59 years old,1001-5000 employees
7130,Tamilnadu Petroproducts,4.1,37 Reviews,Public,Manali,,
7131,Freight Systems,4.1,37 Reviews,Public,Dubai + 7 more,32 years old,1-50 employees
7132,Sunera Technologies,3.3,37 Reviews,Private,"San Jose,CA",16 years old,501-1000 employees
7133,United Technologies,3.1,37 Reviews,Private,Connecticut + 4 more,45 years old,10000+ employees
7134,Adglobal360,2.8,37 Reviews,Gurgaon,,,
7135,Netcore Solutions,3.7,37 Reviews,Private,Mumbai + 6 more,22 years old,
7136,Symbiosys Technologies,3.9,37 Reviews,Private,Visakhapatnam + 2 more,19 years old,201-500 employees
7137,Citec Engineering,3.0,37 Reviews,Chennai + 2 more,,,
7138,DiacriTech,3.2,37 Reviews,Private,Chennai,23 years old,501-1000 employees
7139,MM Infotech,3.5,37 Reviews,Pune,,,
7140,Arrow Electronics,3.3,37 Reviews,Private,Colorado + 2 more,85 years old,10000+ employees
7141,The Grand Bhagwati,4.4,37 Reviews,Private,Ahmedabad + 2 more,31 years old,
7142,CC India,3.7,37 Reviews,Private,Bangalore + 10 more,53 years old,1-50 employees
7143,Vinove Software & Servic...,2.5,37 Reviews,Private,Noida + 3 more,16 years old,201-500 employees
7144,Real Image Media Technol...,4.2,37 Reviews,Private,Chennai + 7 more,34 years old,201-500 employees
7145,MOURI Tech,3.9,37 Reviews,Private,Texas + 2 more,15 years old,1-50 employees
7146,Pearl Beverages,3.3,37 Reviews,Vijayawada + 3 more,,,
7147,Deloitte Tax LLP,4.4,37 Reviews,Gurgaon + 1 more,,,
7148,ItzCash Card,4.2,37 Reviews,Private,Mumbai + 12 more,51-200 employees,
7149,Hexagon Capability Cente...,4.2,37 Reviews,Stockholm,28 years old,,
7150,Premier Shield,3.5,37 Reviews,Chandigarh + 6 more,,,
7151,Gujarat Insecticides,4.3,37 Reviews,Kolkata + 8 more,,,
7152,Zieta Technologies,2.6,37 Reviews,Private,Atlanta + 3 more,19 years old,51-200 employees
7153,Portescap,3.9,37 Reviews,Private,Pennsylvania,89 years old,201-500 employees
7154,Driplex Water Engineerin...,4.1,37 Reviews,Kochi + 7 more,,,
7155,Minilec,3.2,37 Reviews,Private,Pune + 1 more,55 years old,1001-5000 employees
7156,Ch2M Hill,4.3,37 Reviews,Private,Englewood + 7 more,10000+ employees,
7157,Universal Hunt,3.6,37 Reviews,Private,"Ahmadabad,India + 2 more",13 years old,201-500 employees
7158,G Plast,4.1,37 Reviews,Private,Coimbatore,36 years old,
7159,Mw High Tech Projects,4.0,37 Reviews,Private,Hyderabad + 5 more,,
7160,Srini Pharmaceuticals,3.1,37 Reviews,Private,Hyderabad + 1 more,25 years old,
7161,Quality Group,3.4,37 Reviews,Private,Dar Es Salaam + 5 more,46 years old,1001-5000 employees
7162,Kerala State Electronics...,4.2,37 Reviews,Private,PLOT NO 47-A ARERA HILLS   BHOPALBhopalIN462011 + 7 more,,
7163,City Corporation Ltd (Am...,4.2,37 Reviews,Chennai + 2 more,,,
7164,Spentex Industries,3.4,37 Reviews,Private,New Delhi + 4 more,29 years old,201-500 employees
7165,Funskool India,3.9,37 Reviews,Private,Chennai + 8 more,33 years old,201-500 employees
7166,Indian Railway Catering ...,3.8,37 Reviews,Private,New Delhi + 14 more,1001-5000 employees,
7167,Indus Projects,3.5,37 Reviews,Private,Mumbai + 7 more,,
7168,Wesnia Info Solutions,4.5,37 Reviews,Private,Bengaluru,14 years old,1-50 employees
7169,TransSys Solutions,4.0,37 Reviews,Dubai + 1 more,10 years old,,
7170,Radiant Polymers,3.8,37 Reviews,Ghaziabad + 7 more,31 years old,,
7171,ATC India Tower Corporat...,4.0,37 Reviews,Mumbai + 13 more,,,
7172,Peekay Steel Castings,4.3,37 Reviews,Private,Calicut + 1 more,29 years old,501-1000 employees
7173,Avis,3.9,37 Reviews,Pune + 6 more,1001-5000 employees,,
7174,Gammon Infrastructure Pr...,3.9,37 Reviews,Public,Mumbai + 9 more,19 years old,51-200 employees
7175,Being human,4.3,37 Reviews,Private,Ahmedabad + 12 more,1-50 employees,
7176,LexisNexis,3.3,37 Reviews,Private,New York + 2 more,50 years old,1001-5000 employees
7177,Liberty Oil Mills,4.2,37 Reviews,Private,Mumbai + 4 more,67 years old,501-1000 employees
7178,Golden Palms Hotel & Spa,4.5,37 Reviews,New Delhi + 6 more,,,
7179,Mirafra Technologies,3.0,37 Reviews,Private,Bangalore,16 years old,501-1000 employees
7180,Gram Panchayat,4.1,37 Reviews,Mumbai + 8 more,,,
7181,Boutique International,3.9,37 Reviews,Greater Noida + 8 more,,,
7182,Huf India,3.3,37 Reviews,Private,Pune,12 years old,
7183,ALTEN,3.8,37 Reviews,Private,Paris + 2 more,32 years old,1001-5000 employees
7184,Jadavpur University,4.3,37 Reviews,Private,Kolkata,65 years old,201-500 employees
7185,SequelOne,3.7,37 Reviews,Private,Gurgaon + 5 more,201-500 employees,
7186,92.7 BIG FM,3.7,37 Reviews,Private,Mumbai + 16 more,14 years old,
7187,GMC Nagpur,4.0,37 Reviews,Aurangabad + 9 more,,,
7188,Secure Energy Services,4.0,37 Reviews,Calgary + 15 more,13 years old,1001-5000 employees,
7189,ESDEE PAINTS,3.0,37 Reviews,Pune + 8 more,,,
7190,Novopay Solutions,4.3,37 Reviews,Bangalore + 8 more,6 years old,,
7191,Arbro Pharmaceuticals,3.4,37 Reviews,New Delhi,35 years old,,
7192,Writer Information Manag...,3.4,37 Reviews,Private,Mumbai + 9 more,33 years old,5001-10000 employees
7193,Ahlcon Parenterals,4.3,37 Reviews,Private,New Delhi + 3 more,28 years old,51-200 employees
7194,EF Information Systems,3.7,37 Reviews,Private,Bangalore + 4 more,51-200 employees,
7195,Milan Laboratories,4.1,37 Reviews,Private,Mumbai + 4 more,,
7196,Dai Ichi,4.0,37 Reviews,Bharuch + 4 more,,,
7197,Tricon Infra Buildtech p...,4.2,37 Reviews,Private,Pune + 1 more,501-1000 employees,
7198,Menarini Raunaq Pharma,3.5,37 Reviews,Ahmedabad + 16 more,51-200 employees,,
7199,M+W Group,4.6,37 Reviews,Private,Stuttgart + 5 more,108 years old,5001-10000 employees
7200,Galfar Al Misnad Enginee...,4.3,37 Reviews,Doha + 2 more,25 years old,,
7201,Sakthi Finance,4.4,37 Reviews,Public,Madurai + 12 more,,
7202,NHK Automotive Component...,3.7,37 Reviews,Aurangabad,1-50 employees,,
7203,Mannai Corporation,4.5,37 Reviews,Doha + 1 more,70 years old,,
7204,Control & Applications E...,4.1,37 Reviews,Abu Dhabi + 1 more,,,
7205,Dollar Industries,3.7,37 Reviews,Public,Kolkata + 6 more,48 years old,201-500 employees
7206,VAP Technology,3.2,37 Reviews,Kolkata,,,
7207,Mind Shaper Technologies,3.3,37 Reviews,Private,Delhi + 7 more,,
7208,Amol Pharmaceuticals,3.8,37 Reviews,Private,Mumbai + 1 more,201-500 employees,
7209,Christ University,3.6,37 Reviews,Private,"Bangalore,India + 1 more",51 years old,201-500 employees
7210,BI WORLDWIDE,4.0,37 Reviews,Private,Minneapolis + 3 more,70 years old,501-1000 employees
7211,Gennova Biopharmaceutica...,4.4,37 Reviews,Mumbai + 1 more,,,
7212,Cambridge University Pre...,3.5,37 Reviews,Private,Cambridge + 6 more,486 years old,1001-5000 employees
7213,Advance India Projects,3.7,37 Reviews,Private,Elgin + 7 more,1-50 employees,
7214,MS Ramaiah Memorial Hosp...,3.9,37 Reviews,Private,Bangalore,58 years old,501-1000 employees
7215,Government of Odisha,3.8,37 Reviews,Private,Bhubaneswar + 2 more,1001-5000 employees,
7216,Medgenome Labs,3.2,37 Reviews,Bangalore + 6 more,8 years old,201-500 employees,
7217,Lark Laboratories (I),3.1,37 Reviews,New Delhi + 6 more,41 years old,,
7218,Siemens Energy,4.4,37 Reviews,Private,Munich + 7 more,173 years old,10000+ employees
7219,Grecian Super Specialty ...,3.8,37 Reviews,Ludhiana + 1 more,501-1000 employees,,
7220,GEPIL,3.8,37 Reviews,Private,Indore + 6 more,,
7221,SCOPE T&M,3.6,37 Reviews,Ranchi + 5 more,,,
7222,Panoli Intermediates Ind...,4.0,37 Reviews,Vadodara,21 years old,,
7223,Royal HaskoningDHV,4.4,37 Reviews,Private,Amersfoort + 11 more,139 years old,1001-5000 employees
7224,Govind Milk & Milk Produ...,4.3,37 Reviews,Private,Satara + 5 more,24 years old,
7225,Suncity Projects,4.1,37 Reviews,Private,New Delhi + 9 more,51-200 employees,
7226,Gateway Rail Freight,4.5,37 Reviews,New Delhi + 5 more,15 years old,,
7227,Punjab Agricultural Univ...,4.5,37 Reviews,Private,Ludhiana + 4 more,58 years old,1001-5000 employees
7228,Trimex Sands,4.3,37 Reviews,Chennai + 2 more,,,
7229,Sohan Lal Commodity Mana...,3.8,37 Reviews,New Delhi + 4 more,,,
7230,IT Solutions,3.6,37 Reviews,Mumbai + 12 more,,,
7231,Emmenner Pharma,4.3,37 Reviews,Hyderabad + 2 more,,,
7232,Crew,3.7,37 Reviews,Private,San + 8 more,5 years old,1-50 employees
7233,Tata Indicom,4.1,36 Reviews,Private,Bhopal + 19 more,1-50 employees,
7234,Adani Group,4.2,36 Reviews,Mumbai + 6 more,,,
7235,Cross Domain Solutions,4.1,36 Reviews,Bangalore + 1 more,33 years old,,
7236,Compass Group Support S...,4.2,36 Reviews,Ahmedabad + 8 more,,,
7237,IRIS Business Services,3.5,36 Reviews,Public,Vashi + 3 more,26 years old,501-1000 employees
7238,Atlas Documentary Facili...,4.0,36 Reviews,Private,Mumbai + 11 more,,
7239,Directi,4.4,36 Reviews,Private,"Mumbai,India + 4 more",22 years old,1001-5000 employees
7240,Pancard Clubs,3.9,36 Reviews,Private,Mumbai + 12 more,10000+ employees,
7241,Krishna Enterprises,4.1,36 Reviews,Private,Mumbai + 18 more,1-50 employees,
7242,Armed Forces Tribunal,4.5,36 Reviews,Kolkata + 17 more,,,
7243,ACNielsen,3.5,36 Reviews,Private,New York + 20 more,19 years old,10000+ employees
7244,Sara Technologies,3.6,36 Reviews,Santa Fe + 5 more,,,
7245,Indusind Media & Communi...,3.3,36 Reviews,Private,Mumbai + 9 more,1001-5000 employees,
7246,Sunera Technologies,3.3,36 Reviews,Private,"San Jose,CA",16 years old,501-1000 employees
7247,Ascendum Solutions,3.6,36 Reviews,Blue Ash,19 years old,,
7248,United Technologies,3.0,36 Reviews,Private,Connecticut + 4 more,45 years old,10000+ employees
7249,Dion Global Solutions,3.2,36 Reviews,Public,Noida + 4 more,26 years old,501-1000 employees
7250,Indo Schottle Auto Parts,3.8,36 Reviews,Pune + 2 more,34 years old,,
7251,Odessa Technologies,3.2,36 Reviews,Private,"Philadelphia,PA",22 years old,201-500 employees
7252,CHR Solutions,3.7,36 Reviews,Private,Houston + 8 more,83 years old,201-500 employees
7253,Arrow Electronics,3.3,36 Reviews,Private,Colorado + 3 more,85 years old,10000+ employees
7254,Aditya Enterprises,4.0,36 Reviews,Mumbai + 13 more,,,
7255,Teach For India,3.9,36 Reviews,Private,Mumbai + 5 more,12 years old,201-500 employees
7256,Compassites Software Sol...,3.3,36 Reviews,Private,Bangalore,51-200 employees,
7257,S. K. Industries,3.8,36 Reviews,Private,Vadodara + 15 more,1-50 employees,
7258,Gujarat Insecticides,4.3,36 Reviews,Kolkata + 8 more,,,
7259,Portescap,3.9,36 Reviews,Private,Pennsylvania,89 years old,201-500 employees
7260,Mahabal Metals,3.7,37 Reviews,Sangli Miraj Kupwad + 1 more,,,
7261,DM Wayanad Institute of ...,4.2,37 Reviews,Ahmedabad,,,
7262,Kamani Foods,2.5,37 Reviews,Private,Mumbai + 2 more,51-200 employees,
7263,SRK Constructions Projec...,3.5,37 Reviews,Private,Bengaluru + 5 more,1-50 employees,
7264,Western Railway,4.2,37 Reviews,Private,Mumbai + 8 more,10000+ employees,
7265,Bader Al Mulla Brothers ...,4.1,37 Reviews,Private,Kuwait City + 3 more,82 years old,
7266,Granules Omnichem,4.5,37 Reviews,Visakhapatnam,9 years old,,
7267,Hanwha Engineering & Con...,4.7,37 Reviews,Private,Seoul + 3 more,68 years old,5001-10000 employees
7268,SKS POWER GENERATION,3.7,37 Reviews,Private,Mumbai + 9 more,201-500 employees,
7269,Board of Apprenticeship ...,4.4,37 Reviews,Kolkata + 17 more,,,
7270,Saya homes,3.3,37 Reviews,New Delhi + 2 more,201-500 employees,,
7271,Kumon India Education,3.6,37 Reviews,Private,Osaka + 8 more,62 years old,1-50 employees
7272,Bhagwan Mahaveer Cancer ...,4.0,37 Reviews,Jaipur,,,
7273,Ways2Capital,3.6,37 Reviews,Private,Indore,10 years old,201-500 employees
7274,Haicheng Vivo Mobile,3.4,37 Reviews,New Delhi + 2 more,,,
7275,Lancers International Sc...,3.3,37 Reviews,Private,Gurugram,11 years old,1-50 employees
7276,Gopal Snacks,4.2,37 Reviews,Mumbai + 5 more,,,
7277,Wanfeng Aluminum Wheel,4.3,37 Reviews,New Delhi + 2 more,,,
7278,Al Mashariq Trading & Co...,3.1,37 Reviews,Private,Dammam + 3 more,1001-5000 employees,
7279,Medgulf Construction Com...,4.2,37 Reviews,New Delhi + 2 more,,,
7280,Cytecare Cancer Hospital,3.7,37 Reviews,Private,Bangalore,6 years old,201-500 employees
7281,Ghana Education Service,4.2,37 Reviews,Private,Accra,5001-10000 employees,
7282,Enova Facilities Managem...,4.4,37 Reviews,Private,Dubai + 4 more,18 years old,1001-5000 employees
7283,Flipkart Logistics,4.2,37 Reviews,Private,Bangalore + 12 more,9 years old,
7284,Surya Informatics,4.7,37 Reviews,Private,Delhi,,
7285,Nijji Healthcare,4.4,37 Reviews,Lucknow + 9 more,,,
7286,cFIRST,4.1,37 Reviews,Private,Cincinnati + 2 more,14 years old,51-200 employees
7287,SPS Construction & Engin...,3.9,37 Reviews,Private,Apex + 12 more,16 years old,51-200 employees
7288,Crew,3.7,37 Reviews,Private,San Francisco + 8 more,5 years old,1-50 employees
7289,Tesco HSC,3.9,36 Reviews,Mumbai,,,
7290,Tata Docomo,4.2,36 Reviews,Chennai + 16 more,,,
7291,Tata Indicom,4.1,36 Reviews,Private,Bhopal + 19 more,1-50 employees,
7292,Cross Domain Solutions,4.1,36 Reviews,Bangalore + 1 more,33 years old,,
7293,Cybernet Slash Support,3.8,36 Reviews,Milpitas + 2 more,24 years old,,
7294,Hfcl Infotel,4.2,36 Reviews,Public,Gurgaon + 16 more,,
7295,The Leela Kempinski,4.3,36 Reviews,Mumbai + 4 more,37 years old,,
7296,Compass Group Support S...,4.2,36 Reviews,Ahmedabad + 8 more,,,
7297,IRIS Business Services,3.5,36 Reviews,Public,Vashi + 3 more,26 years old,501-1000 employees
7298,Directi,4.4,36 Reviews,Private,"Mumbai,India + 3 more",22 years old,1001-5000 employees
7299,Krishna Enterprises,4.1,36 Reviews,Private,Mumbai + 18 more,1-50 employees,
7300,Armed Forces Tribunal,4.5,36 Reviews,Kolkata + 17 more,,,
7301,ACNielsen,3.5,36 Reviews,Private,New York + 20 more,97 years old,10000+ employees
7302,Sara Technologies,3.6,36 Reviews,Santa Fe + 5 more,,,
7303,Indusind Media & Communi...,3.3,36 Reviews,Private,Mumbai + 9 more,1001-5000 employees,
7304,Ascendum Solutions,3.6,36 Reviews,Blue Ash,19 years old,,
7305,Intuit,3.5,36 Reviews,Private,Mountain View,37 years old,5001-10000 employees
7306,Dion Global Solutions,3.2,36 Reviews,Public,Noida + 4 more,26 years old,501-1000 employees
7307,Indo Schottle Auto Parts,3.8,36 Reviews,Pune + 2 more,34 years old,,
7308,Odessa Technologies,3.2,36 Reviews,Private,"Philadelphia,PA",22 years old,201-500 employees
7309,CHR Solutions,3.7,36 Reviews,Private,Houston + 8 more,83 years old,201-500 employees
7310,Aditya Enterprises,4.0,36 Reviews,Mumbai + 13 more,,,
7311,Teach For India,3.9,36 Reviews,Private,Mumbai + 5 more,12 years old,201-500 employees
7312,Compassites Software Sol...,3.3,36 Reviews,Private,Bangalore,51-200 employees,
7313,S. K. Industries,3.8,36 Reviews,Private,Vadodara + 15 more,1-50 employees,
7314,AGIO Pharmaceuticals,2.6,36 Reviews,Public,Mumbai + 5 more,29 years old,
7315,William Penn,3.7,36 Reviews,Private,Bengaluru + 5 more,18 years old,201-500 employees
7316,Dewars Garage,3.1,36 Reviews,Kolkata,,,
